Questions,Unnamed: 1,Unnamed: 2,Unnamed: 3,duplicate,tags
What is the difference between a `for` loop and a `while` loop? When would you choose one over the other?,,,,True,"['difference loop', 'one', 'loop', 'loop loop']"
Explain the concept of lists and dictionaries in Python.  What are their key differences and when would you use one over the other?,,,,False,"['lists dictionaries', 'python', 'dictionaries', 'dictionaries python']"
What is exception handling in Python? Briefly describe how you would use `try-except` blocks.,,,,False,"['handling python', 'exception handling', 'exception']"
Write a simple SQL query to select all columns from a table named 'students' where the 'GPA' is greater than 3.5.,,,,True,"['gpa', 'select columns', 'sql', 'gpa greater', 'students gpa']"
"Describe one of your academic projects. Explain your role, the technologies used, and the challenges you faced.  What did you learn from this experience?",,,,True,"['projects', 'projects explain', 'academic projects', 'one']"
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,,,,True,"['javascript equivalent', 'difference javascript', 'javascript']"
What is the difference between an array and a linked list?  When would you choose one over the other?,,,,True,"['array', 'linked list', 'one', 'array linked']"
"Describe what a stack and a queue are, and give real-world examples of where they are used.",,,,True,"['queue', 'stack queue', 'stack']"
Explain the concept of Big O notation and its importance in algorithm analysis. Give an example of an O(n) and an O(n^2) algorithm.,,,,True,"['big notation', 'notation importance', 'algorithm analysis']"
What is a relational database?  What are some common relational database management systems (RDBMS)?,,,,True,"['database management', 'systems rdbms', 'relational database']"
Write a SQL query to select all users from a table named `users` where the age is greater than 25.,,,,True,"['select users', 'sql', 'age greater', 'users age']"
Explain the difference between `INNER JOIN` and `LEFT JOIN` in SQL.,,,,True,"['sql', 'left join', 'join sql', 'inner join']"
"What are primary keys and foreign keys, and why are they important in database design?",,,,True,"['keys foreign', 'primary keys', 'foreign keys']"
What is database normalization and why is it important?,,,,True,"['normalization important', 'normalization', 'database normalization']"
Describe your experience using Git. What are some common Git commands you use?,,,,True,"['git', 'git commands', 'using git']"
Explain the concept of branching in Git and why it's useful in a collaborative development environment.,,,,True,"['git', 'branching', 'branching git', 'git useful']"
"Walk me through your most significant academic project.  What technologies did you use, and what were your key contributions?",,,,False,"['project technologies', 'technologies', 'academic project']"
"What challenges did you encounter in your project, and how did you overcome them?",,,,True,"['challenges', 'challenges did', 'encounter project']"
Explain the difference between `==` and `===` in JavaScript (or equivalent operators in your preferred language).,,,,True,"['javascript equivalent', 'difference javascript', 'javascript']"
What is the difference between a stack and a queue data structure?  Give examples of when you might use each.,,,,True,"['queue data', 'difference stack', 'stack queue']"
Describe what an algorithm is and give a simple example of one.,,,,False,"['simple example', 'algorithm', 'one', 'algorithm simple']"
Explain the concept of Big O notation and why it's important in software development.,,,,False,"['big notation', 'notation', 'notation important']"
What is a relational database? What are some popular examples?,,,,False,"['relational', 'database', 'relational database']"
Write a SQL query to select all users from a table named 'users' where the age is greater than 25.,,,,True,"['select users', 'sql', 'age greater', 'users age']"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",,,,True,"['sql', 'update delete', 'sql commands', 'delete sql']"
"What are primary keys and foreign keys, and why are they important in database design?",,,,True,"['keys foreign', 'primary keys', 'foreign keys']"
"What is normalization in a database, and why is it beneficial?",,,,False,"['normalization database', 'normalization', 'database beneficial']"
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, and `git pull`.",,,,True,"['basic git', 'commands git', 'git commands', 'git']"
"What is a Git branch, and why are they useful in software development?",,,,False,"['git', 'git branch', 'branch useful']"
Describe a typical software development lifecycle (SDLC).,,,,True,"['sdlc', 'lifecycle sdlc', 'development lifecycle']"
"Walk me through your most significant academic project.  What were the challenges, and how did you overcome them?",,,,True,"['academic project', 'challenges', 'project challenges']"
"What was your role in the project, and what specific contributions did you make?",,,,True,"['project specific', 'specific contributions', 'role project']"
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,,,,True,"['javascript equivalent', 'difference javascript', 'javascript']"
What is the difference between a stack and a queue data structure? Give examples of when you might use each.,,,,True,"['queue data', 'difference stack', 'stack queue']"
"Describe what an algorithm is and provide a simple example (e.g., searching an array).",,,,False,"['algorithm', 'algorithm provide', 'example searching']"
Explain the concept of Big O notation and its significance in algorithm analysis.  Give an example of O(n) and O(n^2) time complexity.,,,,False,"['big notation', 'time complexity', 'complexity']"
"What is a relational database?  What are tables, rows, and columns?",,,,True,"['database tables', 'database', 'relational database']"
Write a simple SQL query to select all users from a 'users' table where the age is greater than 25.,,,,True,"['select users', 'sql', 'age greater', 'table age']"
