Questions,Duplicate,Tags,Difficulty Level,duplicate,tags,difficulty_score,difficulty_level
"Explain the concept of exception handling in Java. What are `try`, `catch`, and `finally` blocks used for?",,,,False,"java try,catch finally,exception handling,java",2.2,Easy
What are Java Collections? Name a few common collection types and when you might use them.,,,,False,"collections common,java collections,collection types",1.9,Easy
What is a `null pointer exception` and how can you avoid it?,,,,False,"null pointer,null,pointer exception",1.3,Easy
Describe your understanding of Java's garbage collection mechanism.,,,,False,"garbage collection,java garbage,java,understanding java",5.0,Medium
"Walk me through your most significant academic project. What were the challenges you faced, and how did you overcome them?",,,,True,"project challenges,challenges,challenges faced",1.5,Easy
"What was your role in the project, and what technologies did you utilize? What contributions are you most proud of?",,,,False,"role project,project technologies,contributions proud",1.5,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
What is an algorithm? Describe a simple algorithm you use in your daily life.,,,,True,"algorithm simple,algorithm use,daily,algorithm",2.0,Easy
What is the difference between a `for` loop and a `while` loop? When would you choose one over the other?,,,,True,"loop,difference loop,one,loop loop",1.0,Easy
Explain the concept of lists and dictionaries in Python.  What are their key differences and when would you use one over the other?,,,,False,"dictionaries,dictionaries python,python,lists dictionaries",1.6,Easy
What is exception handling in Python? Briefly describe how you would use `try-except` blocks.,,,,False,"exception,exception handling,handling python",1.7,Easy
Write a simple SQL query to select all columns from a table named 'students' where the 'GPA' is greater than 3.5.,,,,True,"students gpa,3.5,gpa,gpa greater,select columns",1.8,Easy
"Describe one of your academic projects. Explain your role, the technologies used, and the challenges you faced.  What did you learn from this experience?",,,,True,"academic projects,projects,one,projects explain",1.8,Easy
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,,,,True,"javascript,difference javascript,javascript equivalent",2.8,Easy
What is the difference between an array and a linked list?  When would you choose one over the other?,,,,True,"array,array linked,linked list,one",1.3,Easy
"Describe what a stack and a queue are, and give real-world examples of where they are used.",,,,True,"stack queue,stack,queue",1.8,Easy
Explain the concept of Big O notation and its importance in algorithm analysis. Give an example of an O(n) and an O(n^2) algorithm.,,,,True,"algorithm analysis,big notation,notation importance",3.4,Medium
What is a relational database?  What are some common relational database management systems (RDBMS)?,,,,True,"systems rdbms,database management,relational database",3.7,Medium
Write a SQL query to select all users from a table named `users` where the age is greater than 25.,,,,True,"sql,age greater,select users,users age",1.5,Easy
Explain the difference between `INNER JOIN` and `LEFT JOIN` in SQL.,,,,True,"sql,inner join,left join,join sql",2.9,Easy
"What are primary keys and foreign keys, and why are they important in database design?",,,,True,"primary keys,keys foreign,foreign keys",2.5,Easy
What is database normalization and why is it important?,,,,True,"normalization important,normalization,database normalization",2.8,Easy
Describe your experience using Git. What are some common Git commands you use?,,,,True,"git,git commands,using git",2.3,Easy
Explain the concept of branching in Git and why it's useful in a collaborative development environment.,,,,True,"branching,git useful,branching git,git",3.9,Medium
"Walk me through your most significant academic project.  What technologies did you use, and what were your key contributions?",,,,False,"project technologies,technologies,academic project",2.0,Easy
"What challenges did you encounter in your project, and how did you overcome them?",,,,True,"encounter project,challenges,challenges did",1.0,Easy
Explain the difference between `==` and `===` in JavaScript (or equivalent operators in your preferred language).,,,,True,"javascript,difference javascript,javascript equivalent",3.5,Medium
What is the difference between a stack and a queue data structure?  Give examples of when you might use each.,,,,True,"queue data,stack queue,difference stack",2.1,Easy
Describe what an algorithm is and give a simple example of one.,,,,False,"algorithm simple,one,simple example,algorithm",2.0,Easy
Explain the concept of Big O notation and why it's important in software development.,,,,False,"notation important,notation,big notation",3.5,Medium
What is a relational database? What are some popular examples?,,,,False,"relational,database,relational database",2.8,Easy
Write a SQL query to select all users from a table named 'users' where the age is greater than 25.,,,,True,"sql,age greater,select users,users age",1.5,Easy
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",,,,True,"update delete,delete sql,sql,sql commands",2.8,Easy
"What are primary keys and foreign keys, and why are they important in database design?",,,,True,"primary keys,keys foreign,foreign keys",2.5,Easy
"What is normalization in a database, and why is it beneficial?",,,,False,"normalization database,database beneficial,normalization",2.3,Easy
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, and `git pull`.",,,,True,"git,git commands,basic git,commands git",2.3,Easy
"What is a Git branch, and why are they useful in software development?",,,,False,"git,branch useful,git branch",2.2,Easy
Describe a typical software development lifecycle (SDLC).,,,,True,"sdlc,lifecycle sdlc,development lifecycle",5.5,Medium
"Walk me through your most significant academic project.  What were the challenges, and how did you overcome them?",,,,True,"challenges,project challenges,academic project",1.4,Easy
"What was your role in the project, and what specific contributions did you make?",,,,True,"project specific,role project,specific contributions",1.9,Easy
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,,,,True,"javascript,difference javascript,javascript equivalent",2.8,Easy
