Questions,duplicate,tags
What is the difference between a stack and a queue data structure? Give examples of when you might use each.,TRUE,"difference stack,stack queue,queue data"
"Describe what an algorithm is and provide a simple example (e.g., searching an array).",FALSE,"algorithm provide,algorithm,example searching"
Explain the concept of Big O notation and its significance in algorithm analysis.  Give an example of O(n) and O(n^2) time complexity.,FALSE,"complexity,big notation,time complexity"
"What is a relational database?  What are tables, rows, and columns?",TRUE,"database tables,database,relational database"
Write a simple SQL query to select all users from a 'users' table where the age is greater than 25.,TRUE,"table age,select users,age greater,sql"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",TRUE,"sql,delete sql,sql commands,update delete"
What is a primary key and why is it important? What is a foreign key?,TRUE,"primary key,primary,foreign key"
What are database indexes and how do they improve query performance?,FALSE,"indexes,database indexes,indexes improve"
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, `git pull`.",TRUE,"git,basic git,git commands,commands git"
What is the purpose of branching in Git? Describe a scenario where you would use branching.,FALSE,"use branching,git,purpose branching,branching git"
"Walk me through one of your academic projects.  Describe the problem you were solving, your approach, and the technologies used.",TRUE,"approach technologies,academic projects,technologies"
What was your role in the project and what challenges did you face? How did you overcome them?,TRUE,"project challenges,role project,challenges"
"Explain the difference between a compiler and an interpreter, providing an example of each.",FALSE,"compiler interpreter,compiler,interpreter"
What are the key differences between procedural and object-oriented programming paradigms? Give examples illustrating these differences.,FALSE,"differences procedural,programming paradigms,object oriented"
"Describe what data structures are and give examples of at least three common data structures (e.g., arrays, linked lists, stacks).  Mention when you might choose one over another.",FALSE,"at least three,one,data structures,structures examples,structures arrays"
"What is a relational database? Explain the concept of tables, rows, and columns.",TRUE,"database explain,database,relational database"
Write a simple SQL query to select all rows from a table named 'Customers' where the 'Country' column is 'USA'.,TRUE,"country column,select rows,usa,customers country,sql"
Explain the difference between INNER JOIN and LEFT JOIN in SQL.  When would you use one over the other?,TRUE,"sql,join sql,left join,inner join"
"What is Git, and why is it important in software development?",TRUE,"git,software development,git important"
"Explain the difference between `git clone`, `git pull`, and `git push`.",TRUE,"difference git,git push,git clone"
Describe the process of resolving a merge conflict in Git.,FALSE,"git,merge conflict,conflict git,resolving merge"
"Walk me through one of your academic projects.  Describe the problem you were solving, your approach, the technologies used, and any challenges you faced.",TRUE,"approach technologies,academic projects,projects"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
"What is an algorithm?  Describe a simple algorithm you've used before, perhaps in a school project or in everyday life.",FALSE,"algorithm,simple algorithm,algorithm simple"
What is a function/method in programming?  What are the benefits of using functions?,FALSE,"functions,using functions,function method"
Explain the concept of lists and dictionaries in Python.  When would you choose to use one over the other?,FALSE,"lists dictionaries,dictionaries python,python,one,dictionaries"
What are loops in Python (for and while loops)? Provide a simple example of each.,TRUE,"loops python,loops,python loops"
What is a relational database? What are tables and rows in a relational database?,TRUE,"database tables,rows relational,relational database"
"Describe one of your academic projects.  Explain your role, the technologies used, and any challenges you encountered and how you overcame them.  Focus on a project that showcases your programming skills.",FALSE,"projects explain,academic projects,programming,one"
